"text","label"
"See you tomorrow at HSR Layout",0
"Going shopping at Jayanagar",0
"Drop ganjaa at my place in Malleshwaram",1
"Collect papers from Indiranagar",0
"collect charas near Airport Road",1
"Arrange trip at Silk Board 2nite",1
"Going to Indiranagar for dinner",0
"bring w33d to Majestic tonight",1
"Where can I buy coke tomorrow?",1
"Need trip from Silk Board",1
"Arrange dope at KR Puram right away",1
"Did you finish the project?",0
"Did you finish the project?",0
"Send doob via courier right away",1
"Where can I supply k3t 2nite?",1
"Going to Indiranagar for dinner",0
"See you tomorrow at Indiranagar",0
"Pick me up near MG Road",0
"Pick up vegetables from Cubbon Park",0
"Pick 🌿 from Rajajinagar this evening",1
"Let's play cricket in the park",0
"arrng brown sugar near Whitefield",1
"deliver some ma@l at BTM",1
"Let's meet at Jayanagar tomorrow",0
"Did you call the electrician?",0
"Catching a movie at Bellandur",0
"Drop grn at my place in Rajajinagar",1
"Family dinner at Silk Board",0
"supply some stuff at Silk Board",1
"Let's play cricket in the park",0
"Pick up vegetables from BTM",0
"Drop ganja at my place in Rajajinagar",1
"Send h@sh via courier before work",1
"Cash ready, bring doob to Electronic City",1
"Collect papers from Banashankari",0
"Bro lsd chahiye Koramangala side",1
"supply LSD near Jayanagar",1
"Arrange weed at Bellandur 2nite",1
"Catching a movie at Majestic",0
"drop ecstasy to Malleshwaram tmrw",1
"Bro k3t chahiye Cubbon Park side",1
"Did you call the electrician?",0
"Did you call the electrician?",0
"See you at college in the morning",0
"Did you call the electrician?",0
"Party at my place after class",0
"buy grn near Rajajinagar",1
"Did you call the electrician?",0
"See you tomorrow at Bellandur",0
"Arrange powder at Cubbon Park tonight",1
"Send mdma via courier right away",1
"Going to Bellandur for dinner",0
"Bro acid chahiye Shivajinagar side",1
"Party at my place tmrw",0
"Pick 🧪 from KR Puram after class",1
"Need doob from KR Puram",1
"Let's meet at Koramangala after class",0
"Pick 💊 from Airport Road later",1
"Bro ganjaa chahiye Koramangala side",1
"See you at college in the morning",0
"Arrange kush at Malleshwaram 2nite",1
"Pick me up near HSR Layout",0
"Pick me up near Electronic City",0
"Did you call the electrician?",0
"Let's meet at Electronic City tonight",0
"Did you finish the project?",0
"send some acid tabs at Majestic",1
"See you tomorrow at Rajajinagar",0
"supply pills to KR Puram at midnight",1
"get some ecstasy at Silk Board",1
"Drop grass at my place in Whitefield",1
"Send acid tabs via courier later",1
"send some acid tabs at HSR Layout",1
"Pick me up near Silk Board",0
"See you tomorrow at Airport Road",0
"Drop ma@l at my place in BTM",1
"Arrange ecstasy at Shivajinagar 2nite",1
"Did you finish the project?",0
"Drop coke at my place in BTM",1
"Let's meet at Airport Road 2nite",0
"Cash ready, bring tabs to Electronic City",1
"Bro grass chahiye Kengeri side",1
"get k3t near Jayanagar",1
"Drop ganja at my place in Silk Board",1
"Need ma@l from Koramangala",1
"Bro maal chahiye MG Road side",1
"Going shopping at MG Road",0
"Where can I supply weed tonight?",1
"Going to Bellandur for dinner",0
"pick up doob near Whitefield",1
"Let's play cricket in the park",0
"Cash ready, bring coke to Indiranagar",1
"Did you finish the project?",0
"Going shopping at Malleshwaram",0
"Pick 🧪 from Majestic 2nite",1
"Drop maal at my place in HSR Layout",1
"Send brown sugar via courier tmrw",1
"Send powder via courier tonight",1
"Arrange LSD at Koramangala before work",1
"Did you finish the project?",0
"Did you finish the project?",0
"Arrange molly at Whitefield 2nite",1
"supply ganjaa to Electronic City this evening",1
"Drop LSD at my place in Shivajinagar",1
"Drop ganjaa at my place in Jayanagar",1
"Family dinner at Banashankari",0
"See you at college right away",0
"Pick me up near Silk Board",0
"Catching a movie at Electronic City",0
"Need charas from MG Road",1
"Where can I deliver pot this evening?",1
"collect some doob at Electronic City",1
"Bro powder chahiye Silk Board side",1
"See you tomorrow at BTM",0
"Let's play cricket in the park",0
"bring powder to Jayanagar tmrw",1
"Cash ready, bring ma@l to Banashankari",1
"Pick 🧪 from Silk Board in the morning",1
"collect weed to Airport Road later",1
"Get green apples at Indiranagar market",0
"How's your day going?",0
"Where can I supply pot right away?",1
"supply charas to Cubbon Park before work",1
"How's your day going?",0
"Get green apples at Whitefield market",0
"Arrange ma@l at Koramangala before work",1
"Bro pot chahiye Indiranagar side",1
"Bro acid chahiye BTM side",1
"Party at my place this evening",0
"Need acid tabs from Malleshwaram",1
"Where can I score coke 2nite?",1
"Bro acid chahiye Majestic side",1
"Send mdma via courier in the morning",1
"Let's meet at BTM now",0
"arrng charas near Bellandur",1
"pick up w33d near Malleshwaram",1
"Bro hash chahiye Indiranagar side",1
"Don't forget the office meeting",0
"I'll drop by Majestic this evening",0
"See you tomorrow at Cubbon Park",0
"See you at college later",0
"Arrange hash at Kengeri in the morning",1
"Catching a movie at Rajajinagar",0
"How's your day going?",0
"Cash ready, bring powder to Silk Board",1
"Family dinner at Banashankari",0
"Bro xtc chahiye Cubbon Park side",1
"Drop LSD at my place in Whitefield",1
"Pick 🧪 from BTM tmrw",1
"Going shopping at Kengeri",0
"Pick me up near Shivajinagar",0
"Let's meet at Shivajinagar in the morning",0
"Don't forget the office meeting",0
"Cash ready, bring ganjaa to Electronic City",1
"Get green apples at BTM market",0
"Going to Airport Road for dinner",0
"Did you finish the project?",0
"Need stuff from KR Puram",1
"See you at college tmrw",0
"See you at college later",0
"Pick me up near Rajajinagar",0
"Send dope via courier 2nite",1
"get some ma@l at Bellandur",1
"Cash ready, bring pot to Malleshwaram",1
"Bro mdma chahiye Bellandur side",1
"Where can I drop w33d after class?",1
"Catching a movie at Banashankari",0
"score powder to BTM 2nite",1
"Send w33d via courier tomorrow",1
"Drop lsd at my place in Kengeri",1
"Family dinner at Indiranagar",0
"Catching a movie at Silk Board",0
"arrng some pills at Banashankari",1
"See you at college after class",0
"Don't forget the office meeting",0
"Bro pills chahiye Kengeri side",1
"Let's meet at Commercial Street in the morning",0
"Where can I pick up LSD 2nite?",1
"Send pills via courier tonight",1
"How's your day going?",0
"Did you finish the project?",0
"Don't forget the office meeting",0
"deliver tabs near Commercial Street",1
"Pick up vegetables from Koramangala",0
"Need stuff from MG Road",1
"See you at college later",0
"arrng w33d to Airport Road tomorrow",1
"Party at my place in the morning",0
"Need lsd from Koramangala",1
"Need molly from Airport Road",1
"buy k3t near Airport Road",1
"Pick 🌿 from Jayanagar in the morning",1
"Where can I send stuff at midnight?",1
"Going shopping at Silk Board",0
"See you at college tmrw",0
"How's your day going?",0
"Catching a movie at Shivajinagar",0
"Cash ready, bring LSD to MG Road",1
"Catching a movie at Rajajinagar",0
"Did you finish the project?",0
"Bro mdma chahiye MG Road side",1
"arrange ganjaa near Commercial Street",1
"get some acid tabs at Whitefield",1
"Family dinner at Indiranagar",0
"Where can I drop md at midnight?",1
"Pick up vegetables from Koramangala",0
"drop powder near Kengeri",1
"Get green apples at Whitefield market",0
"Where can I send acid in the morning?",1
"Did you call the electrician?",0
"Don't forget the office meeting",0
"Catching a movie at HSR Layout",0
"Arrange dope at Shivajinagar at midnight",1
"Pick 🌿 from Jayanagar before work",1
"Going to Bellandur for dinner",0
"Did you finish the project?",0
"Where can I buy powder tmrw?",1
"Need w33d from Rajajinagar",1
"Pick up vegetables from Jayanagar",0
"Get green apples at Whitefield market",0
"Bro ganjaa chahiye KR Puram side",1
"Need trip from Jayanagar",1
"Family dinner at Malleshwaram",0
"Pick 🍄 from KR Puram tmrw",1
"Don't forget the office meeting",0
"See you tomorrow at Electronic City",0
"Cash ready, bring ma@l to Bellandur",1
"score hash to Kengeri right away",1
"Bro maal chahiye Jayanagar side",1
"See you tomorrow at Electronic City",0
"How's your day going?",0
"Party at my place tmrw",0
"Going shopping at KR Puram",0
"I'll drop by Silk Board in the morning",0
"arrng ganja to Electronic City right away",1
"How's your day going?",0
"Family dinner at Koramangala",0
"Family dinner at Whitefield",0
"Where can I score coke later?",1
"send molly near Malleshwaram",1
"Pick 💊 from Jayanagar right away",1
"Party at my place tmrw",0
"Where can I drop ganja 2nite?",1
"Pick 🍄 from HSR Layout 2nite",1
"score some kush at Malleshwaram",1
"Let's meet at Airport Road before work",0
"bring some LSD at Shivajinagar",1
"Send pot via courier 2nite",1
"Family dinner at Majestic",0
"Party at my place at midnight",0
"Pick 🌿 from Electronic City later",1
"Pick up vegetables from Indiranagar",0
"Did you call the electrician?",0
"Catching a movie at Banashankari",0
"Family dinner at Whitefield",0
"Going shopping at Bellandur",0
"I'll drop by Electronic City after class",0
"Did you finish the project?",0
"collect grn to KR Puram tomorrow",1
"supply some w33d at Whitefield",1
"Pick 💊 from Koramangala tmrw",1
"Need w33d from Kengeri",1
"Pick 🍄 from Commercial Street at midnight",1
"Pick 🌿 from HSR Layout tmrw",1
"Cash ready, bring tabs to MG Road",1
"grab mj to Rajajinagar after class",1
"Party at my place before work",0
"Drop ma@l at my place in Indiranagar",1
"Send ganja via courier 2nite",1
"Get green apples at Cubbon Park market",0
"See you at college 2nite",0
"Let's play cricket in the park",0
"score coke to MG Road now",1
"Drop grass at my place in Airport Road",1
"Catching a movie at Majestic",0
"Pick 🍄 from Electronic City this evening",1
"I'll drop by Majestic later",0
"Drop dope at my place in HSR Layout",1
"Don't forget the office meeting",0
"pick up charas to Commercial Street later",1
"Need mj from Banashankari",1
"Don't forget the office meeting",0
"How's your day going?",0
"buy maal to Banashankari right away",1
"Need h@sh from Koramangala",1
"Party at my place tonight",0
"Cash ready, bring powder to Jayanagar",1
"Bro dope chahiye Silk Board side",1
"get some h@sh at Shivajinagar",1
"See you at college in the morning",0
"Don't forget the office meeting",0
"Get green apples at Majestic market",0
"Bro w33d chahiye Shivajinagar side",1
"Need ganja from Rajajinagar",1
"Collect papers from Jayanagar",0
"Send tabs via courier now",1
"Don't forget the office meeting",0
"Let's meet at Commercial Street after class",0
"Let's play cricket in the park",0
"Going to Airport Road for dinner",0
"Get green apples at Commercial Street market",0
"Where can I arrng ecstasy right away?",1
"See you at college tomorrow",0
"Did you call the electrician?",0
"Catching a movie at Kengeri",0
"grab powder to Cubbon Park later",1
"Collect papers from HSR Layout",0
"Family dinner at Commercial Street",0
"Bro LSD chahiye Malleshwaram side",1
"Bro k3t chahiye Silk Board side",1
"Need powder from BTM",1
"Party at my place tomorrow",0
"Send LSD via courier later",1
"Cash ready, bring molly to Commercial Street",1
"Going to Rajajinagar for dinner",0
"Pick up vegetables from Banashankari",0
"See you tomorrow at Silk Board",0
"Arrange brown sugar at HSR Layout tomorrow",1
"Bro brown sugar chahiye MG Road side",1
"See you at college before work",0
"See you tomorrow at Airport Road",0
"grab charas near Kengeri",1
"Need brown sugar from Koramangala",1
"Did you call the electrician?",0
"Pick me up near Jayanagar",0
"Party at my place tonight",0
"Collect papers from KR Puram",0
"Send pills via courier tmrw",1
"Arrange mdma at Indiranagar in the morning",1
"Pick 💊 from Jayanagar this evening",1
"Catching a movie at MG Road",0
"Where can I get acid tabs before work?",1
"arrng some mj at Bellandur",1
"Where can I buy ganja in the morning?",1
"Let's meet at Commercial Street tmrw",0
"Need k3t from Airport Road",1
"Let's play cricket in the park",0
"Need LSD from Cubbon Park",1
"Did you call the electrician?",0
"Drop lsd at my place in Jayanagar",1
"I'll drop by Electronic City later",0
"Bro doob chahiye Electronic City side",1
"Catching a movie at Indiranagar",0
"Going to BTM for dinner",0
"Drop LSD at my place in MG Road",1
"I'll drop by Electronic City in the morning",0
"Arrange molly at Whitefield now",1
"Family dinner at Electronic City",0
"Bro ganjaa chahiye Indiranagar side",1
"Cash ready, bring pills to Shivajinagar",1
"Let's play cricket in the park",0
"Need stuff from Commercial Street",1
"Pick 🍄 from Silk Board now",1
"Drop md at my place in HSR Layout",1
"Get green apples at Airport Road market",0
"get tabs to Airport Road before work",1
"Where can I drop pot this evening?",1
"Party at my place tonight",0
"Going to Koramangala for dinner",0
"Did you call the electrician?",0
"Collect papers from Banashankari",0
"Arrange doob at HSR Layout before work",1
"Send mj via courier tonight",1
"supply some molly at Majestic",1
"Drop maal at my place in Shivajinagar",1
"Let's play cricket in the park",0
"bring doob to Airport Road tomorrow",1
"Need maal from Banashankari",1
"Let's play cricket in the park",0
"Bro w33d chahiye MG Road side",1
"Catching a movie at Malleshwaram",0
"Going shopping at Koramangala",0
"Going shopping at Commercial Street",0
"Party at my place before work",0
"Bro w33d chahiye Koramangala side",1
"Let's meet at Majestic in the morning",0
"Did you call the electrician?",0
"Pick up vegetables from Banashankari",0
"Send acid tabs via courier tonight",1
"Pick 🍄 from Bellandur this evening",1
"Catching a movie at Bellandur",0
"Where can I bring weed this evening?",1
"Need k3t from Shivajinagar",1
"Where can I buy ecstasy 2nite?",1
"Get green apples at Majestic market",0
"Pick me up near Malleshwaram",0
"Family dinner at Kengeri",0
"Need tabs from Indiranagar",1
"Going to Malleshwaram for dinner",0
"Bro doob chahiye Kengeri side",1
"How's your day going?",0
"Cash ready, bring trip to Banashankari",1
"Where can I grab md now?",1
"Bro mdma chahiye Malleshwaram side",1
"Arrange molly at Kengeri before work",1
"Let's play cricket in the park",0
"Let's play cricket in the park",0
"How's your day going?",0
"See you at college 2nite",0
"Pick me up near Koramangala",0
"Let's play cricket in the park",0
"Cash ready, bring k3t to Airport Road",1
"Collect papers from Whitefield",0
